fullVisitorId,channelGrouping,time,country,city,totalTransactionRevenue,transactions,timeOnSite,pageviews,sessionQualityDim,date,visitId,type,productRefundAmount,productQuantity,productPrice,productRevenue,productSKU,v2ProductName,v2ProductCategory,productVariant,currencyCode,itemQuantity,itemRevenue,transactionRevenue,transactionId,pageTitle,searchKeyword,pagePathLevel1,eCommerceAction_type,eCommerceAction_step,eCommerceAction_option
0123860834922629884,Direct,34326,United States,New York,,,121,6,,20170204,1486262532,PAGE,,,1990000,,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,
9216712828662362066,Organic Search,12832,United States,not available in demo dataset,,,218,7,,20170223,1487861276,PAGE,,,16990000,,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/,(not set),USD,,,,,Men's Apparel | Google Merchandise Store,,/google+redesign/,0,1,
042058941973957188,Organic Search,0,United States,not available in demo dataset,,,38,2,1,20170724,1500919530,PAGE,,,10990000,,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
9604953154009049309,Organic Search,0,India,Kolkata,,,,1,,20170331,1491028269,PAGE,,,1990000,,GGOEYFKQ020699,YouTube Custom Decals,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
1339819108164863691,Referral,42204,United States,not available in demo dataset,,,42,2,,20170313,1489469806,PAGE,,,51990000,,GGOEGAAX0362,Google Men's Pullover Hoodie Grey,(not set),(not set),USD,,,,,Store search results,,/asearch.html,0,1,
2415831307050462205,Organic Search,0,Ireland,Dublin,,,197,6,,20170513,1494744413,PAGE,,,6990000,,GGOEYOLR018699,YouTube Leatherette Notebook Combo,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
4535217447996130762,Organic Search,32893,South Africa,Sandton,,,179,6,,20161117,1479370700,PAGE,,,34990000,,GGOEGEVR014999,Google Water Resistant Bluetooth Speaker,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,
0400830761225184972,Organic Search,402667,France,not available in demo dataset,,,403,4,,20170409,1491742371,PAGE,,,4990000,,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
3470805531138180032,Referral,7150,United States,Mountain View,,,7,2,,20170503,1493837517,PAGE,,,79990000,,GGOEGEVJ023999,Compact Bluetooth Speaker,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,
4522351207281867429,Referral,69346,United States,Chicago,,,177,8,,20160809,1470779070,PAGE,,,13590000,,GGOEGAAX0653,Google Toddler Short Sleeve T-shirt Green,Home/Shop by Brand/Google/,(not set),USD,,,,,Google,,/google+redesign/,0,1,
0016078134259442152,Paid Search,455660,United States,not available in demo dataset,,,585,8,,20170519,1495228648,PAGE,,,2990000,,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Home/Accessories/,(not set),USD,,,,,Accessories | Google Merchandise Store,,/google+redesign/,0,1,
1754018237000056416,Organic Search,0,United Kingdom,not available in demo dataset,,,25,2,,20170106,1483753917,PAGE,,,6990000,,GGOEYOLR018699,YouTube Leatherette Notebook Combo,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
3664000580043548379,Organic Search,0,Philippines,not available in demo dataset,,,70,2,,20170419,1492625924,PAGE,,,18990000,,GGOEGAAX0321,Google Men's Short Sleeve Hero Tee Light Blue,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
6041383907702774792,Organic Search,0,India,Pune,,,,1,,20170530,1496142192,PAGE,,,10990000,,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
2508619891797519979,Organic Search,0,United States,not available in demo dataset,,,,1,,20170509,1494342853,PAGE,,,1990000,,GGOEYFKQ020699,YouTube Custom Decals,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
2921452168717611796,Direct,0,Mexico,not available in demo dataset,,,,1,,20161121,1479742910,PAGE,,,18990000,,GGOEGAAX0325,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
1591701717057597929,Organic Search,0,United States,Los Angeles,,,145,4,,20161112,1478990259,PAGE,,,16990000,,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,
4955766840386208238,Organic Search,55895,Netherlands,not available in demo dataset,,,68,4,,20170515,1494889947,PAGE,,,18990000,,GGOEGAAX0338,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
8560041255797853306,Organic Search,9034,United States,Raleigh,,,65,5,,20170216,1487261039,PAGE,,,23990000,,GGOEGAAX0612,Google Onesie Royal Blue,Home/Apparel/Kid's/Kid's-Infant/,(not set),USD,,,,,Infant | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
763291101335462309,Organic Search,49871,United Kingdom,not available in demo dataset,,,50,4,,20170222,1487804216,PAGE,,,8990000,,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
6298224038120458517,Organic Search,0,United States,not available in demo dataset,,,,1,,20170331,1490992034,PAGE,,,6990000,,GGOEYOLR018699,YouTube Leatherette Notebook Combo,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
7287923468677844925,Referral,132766,United States,Cambridge,,,133,4,,20170531,1496261142,PAGE,,,23990000,,GGOEGAAX0309,Android Women's Long Sleeve Blended Cardigan Grey,(not set),(not set),USD,,,,,Store search results,,/asearch.html,0,1,
7691941821273720391,Direct,81921,Germany,not available in demo dataset,,,159,5,,20170602,1496448241,PAGE,,,8990000,,GGOEAOBH078799,Android Luggage Tag,Home/Shop by Brand/Android/,(not set),USD,,,,,Android | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
8109697552892714936,Direct,0,United States,New York,,,,1,,20170219,1487533095,PAGE,,,16990000,,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,
3375915359351612236,Organic Search,104675,India,Pune,,,159,7,,20170310,1489207334,PAGE,,,16990000,,GGOEGAAX0317,YouTube Men's Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
2655272101304267084,Direct,0,United States,Sunnyvale,,,116,7,,20170228,1488328822,PAGE,,,64990000,,GGOEGAAX0603,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
7738513972358340151,Direct,5398,Canada,not available in demo dataset,,,5,2,,20160822,1471877582,PAGE,,,1990000,,GGOEGFYQ016599,Foam Can and Bottle Cooler,Home/Drinkware/,(not set),USD,,,,,Drinkware,,/google+redesign/,0,1,
0667358946666722348,Direct,34358,United Kingdom,not available in demo dataset,,,407,9,,20170520,1495347876,PAGE,,,28990000,,GGOEGOAB021499,Metal Texture Roller Pen,Home/Spring Sale!/,(not set),USD,,,,,Spring Sale,,/store.html,0,1,
3288547201266617821,Direct,109254,United States,not available in demo dataset,,,134,9,,20160920,1474392675,PAGE,,,119990000,,GGOEGAAX0585,Google Women's Insulated Thermal Vest Navy,Home/Apparel/,(not set),USD,,,,,Apparel,,/store.html,0,1,
3566162648833670296,Organic Search,123488,United States,not available in demo dataset,,,134,7,,20161007,1475851913,PAGE,,,16990000,,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
1305072154840099361,Referral,54178,Ireland,not available in demo dataset,,,54,2,,20161008,1475916331,PAGE,,,98990000,,GGOEGAAX0607,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,
1498906072553683209,Referral,23860,India,New Delhi,,,35,3,,20160920,1474428808,PAGE,,,59990000,,GGOEGEVB070899,Google Bongo Cupholder Bluetooth Speaker,Home/Shop by Brand/Google/,(not set),USD,,,,,Google,,/google+redesign/,0,1,
9826344586776329171,Organic Search,29836,United States,not available in demo dataset,,,30,4,,20160819,1471657444,PAGE,,,2500000,,GGOEGCBQ016499,SPF-15 Slim & Slender Lip Balm,Home/Lifestyle/,(not set),USD,,,,,Lifestyle,,/google+redesign/,0,1,
928738352814744557,Referral,15303,United States,not available in demo dataset,,,176,6,,20161007,1475873777,PAGE,,,1250000,,GGOEGOAR021899,Retractable Ballpoint Pen Red,Home/Office/,(not set),USD,,,,,Office | Google Merchandise Store,,/google+redesign/,0,1,
4154119360292139545,Organic Search,38146,United States,Seattle,,,51,7,,20170120,1484963619,PAGE,,,99990000,,GGOEGBRJ037299,Google Alpine Style Backpack,Home/Bags/,(not set),,,,,,Bags | Google Merchandise Store,,/google+redesign/,2,1,
4904774592943909116,Organic Search,0,Sweden,not available in demo dataset,,,,1,,20170523,1495536415,PAGE,,,24990000,,GGOEGAAX0314,YouTube Men's 3/4 Sleeve Henley,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
9589367012432529365,Organic Search,0,United States,New York,,,,1,,20161002,1475427720,PAGE,,,16990000,,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
9892878855186083289,Referral,9666,United States,Seattle,,,10,2,,20160912,1473715201,PAGE,,,13590000,,GGOEGAAX0317,YouTube Men's Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
2987059506089506255,Organic Search,42725,United States,not available in demo dataset,,,101,4,,20170324,1490389448,PAGE,,,19990000,,GGOEAOCB077499,Android RFID Journal,Home/Office/Notebooks & Journals/,(not set),USD,,,,,Notebooks & Journals | Office | Google Merchandise Store,,/google+redesign/,0,1,
3322319963828069402,Organic Search,528797,Singapore,Singapore,,,529,4,,20170409,1491725688,PAGE,,,24990000,,GGOEAHPA004110,Android Wool Heather Cap Heather/Black,Home/Shop by Brand/Android/,(not set),USD,,,,,Android | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
6408686517873002696,Organic Search,17630,United States,San Jose,,,84,5,,20170211,1486826900,PAGE,,,18990000,,GGOEGDHC074099,Google 17oz Stainless Steel Sport Bottle,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
0358989847436793411,Organic Search,0,United States,not available in demo dataset,,,10,2,,20160815,1471284141,PAGE,,,21990000,,GGOEGAAX0589,Google Men's Short Sleeve Performance Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
6155071087073785797,Organic Search,47802,Ecuador,not available in demo dataset,,,80,3,,20170403,1491222434,PAGE,,,109990000,,GGOEGAAX0568,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/,(not set),USD,,,,,Men's Apparel | Google Merchandise Store,,/google+redesign/,0,1,
6235794310399747658,Organic Search,43392,Brazil,not available in demo dataset,,,43,3,,20160921,1474485900,PAGE,,,5990000,,GGOEGOLC014299,Google Metallic Notebook Set,Home/Office/,(not set),USD,,,,,Office,,/google+redesign/,0,1,
6973659592600588021,Direct,59020,United States,Austin,,,100,5,,20161105,1478364882,PAGE,,,18990000,,GGOEGAAX0686,YouTube Youth Short Sleeve Tee Red,Home/Apparel/Kid's/Kids-Youth/,(not set),USD,,,,,Youth | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
7594332154266544336,Organic Search,0,Indonesia,not available in demo dataset,,,,1,,20170428,1493395820,PAGE,,,14990000,,GGOEGBPB021199,Google Slim Utility Travel Bag,Home/Bags/,(not set),USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,
0221287269782194558,Direct,0,France,not available in demo dataset,,,,1,,20160831,1472634099,PAGE,,,20990000,,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
3605642749761626208,Organic Search,0,Singapore,Singapore,,,,1,,20170404,1491367758,PAGE,,,12990000,,GGOEADHB014799,Android Glass Water Bottle with Black Sleeve,Home/Drinkware/Water Bottles and Tumblers/,(not set),USD,,,,,Water Bottles & Tumblers | Drinkware | Google Merchandise Store,,/google+redesign/,0,1,
3132834199849563873,Organic Search,0,United Kingdom,not available in demo dataset,,,,1,1,20170711,1499771263,PAGE,,,20990000,,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
5516439499389662515,Organic Search,10318,United States,Atlanta,,,10,2,,20170329,1490834816,PAGE,,,10990000,,GGOEYHPB072210,YouTube Twill Cap,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,
480478945053066893,Organic Search,0,Vietnam,Ho Chi Minh City,,,,1,,20170208,1486557297,PAGE,,,89990000,,GGOEGAAX0574,Google Men's Performance Polo Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
6802396171289151322,Direct,0,United States,Sunnyvale,,,11,2,,20161128,1480358937,PAGE,,,55990000,,GGOEGAAX0358,Google Men's  Zip Hoodie,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
7920548582808090609,Referral,19516,United States,Mountain View,,,20,2,,20160809,1470775409,PAGE,,,10990000,,GGOEGFPR113699,16 oz. Hot/Cold Tumbler,Home/Shop by Brand/Google/,(not set),USD,,,,,Google,,/google+redesign/,0,1,
5087632547530296806,Direct,0,United States,not available in demo dataset,,,89,4,,20170620,1497978109,PAGE,,,16990000,,GGOEGAAX0317,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
2671606158405123032,Organic Search,0,United States,not available in demo dataset,,,,1,,20161202,1480686770,PAGE,,,34990000,,GGOEGEVR014999,Google Water Resistant Bluetooth Speaker,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,
2219630732964014696,Organic Search,6727,France,not available in demo dataset,,,112,3,,20170313,1489435647,PAGE,,,16990000,,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/,(not set),USD,,,,,Men's Apparel | Google Merchandise Store,,/google+redesign/,0,1,
1999985679919596227,Organic Search,15350,United States,not available in demo dataset,,,15,3,,20160811,1470956763,PAGE,,,4990000,,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,(not set),(not set),USD,,,,,Store search results,,/asearch.html,0,1,
4964532781313275179,Organic Search,18523,United States,Mountain View,,,94,5,,20160905,1473135671,PAGE,,,69990000,,GGOEGAAX0593,Google Men's Airflow 1/4 Zip Pullover Lapis,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,,,,,Men's-Outerwear,,/google+redesign/,0,1,
6500678073157806312,Organic Search,0,Slovakia,not available in demo dataset,,,,1,,20160925,1474835253,PAGE,,,5500000,,GGOEGOAR013099,Google Stylus Pen w/ LED Light,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments,,/google+redesign/,0,1,
80562155129744877,Organic Search,173461,Indonesia,not available in demo dataset,,,254,5,,20170402,1491175229,PAGE,,,6990000,,GGOEYOLR018699,YouTube Leatherette Notebook Combo,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
2943084413818650010,Organic Search,17695,Philippines,not available in demo dataset,,,150,4,,20160903,1472889023,PAGE,,,16990000,,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
2002276469586848380,Organic Search,23670,Switzerland,not available in demo dataset,,,230,5,,20170617,1497726540,PAGE,,,18990000,,GGOEGHPJ080110,Google 5-Panel Cap,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,
2725925713646321013,Direct,11897,United States,San Jose,,,70,4,,20170524,1495645629,PAGE,,,16990000,,GGOEGAAX0663,Android Toddler Short Sleeve T-shirt Pink,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,,,,,Toddler | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
6563854506391517950,Direct,176735,Japan,not available in demo dataset,,,177,7,,20161129,1480476439,PAGE,,,16990000,,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
1268508442361264203,Organic Search,0,United States,not available in demo dataset,,,29,2,,20161117,1479423044,PAGE,,,16990000,,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
4863940236290412088,Direct,138881,Japan,not available in demo dataset,,,139,6,,20160808,1470669203,PAGE,,,16990000,,GGOEGAAX0107,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
8302922646296009507,Organic Search,35815,United States,Mountain View,,,77,8,,20170117,1484673915,PAGE,,,98990000,,GGOEGAAX0598,Google Men's Convertible Vest-Jacket Pewter,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,,,,,Men's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
6863451216039693804,Organic Search,57945,United States,not available in demo dataset,,,108,8,,20161216,1481902494,PAGE,,,49990000,,GGOEGEVB070499,Google Bluetooth Headphones,Home/Electronics/Audio/,(not set),USD,,,,,Audio | Electronics | Google Merchandise Store,,/google+redesign/,0,1,
0404110769872722740,Organic Search,13331,United States,not available in demo dataset,,,21,6,,20160928,1475099235,PAGE,,,16990000,,GGOEGAAX0287,Google Women's Short Sleeve V-Neck Tee Dark Grey,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,,,,,Women's-T-Shirts,,/google+redesign/,0,1,
3862316135982471451,Organic Search,42457,Philippines,not available in demo dataset,,,137,7,,20161003,1475491402,PAGE,,,51990000,,GGOEGAAX0362,Google Men's Pullover Hoodie,Home/Apparel/Men's/,(not set),USD,,,,,Men's,,/google+redesign/,0,1,
924483016426482120,Organic Search,134594,Germany,not available in demo dataset,,,135,7,,20160904,1473008164,PAGE,,,34990000,,GGOEGAAX0335,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
6098299124919878151,Organic Search,110808,United States,not available in demo dataset,,,111,6,,20170105,1483678723,PAGE,,,14990000,,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
1913747096926805836,Organic Search,5290,Canada,not available in demo dataset,,,89,2,,20170210,1486772731,PAGE,,,19990000,,GGOEGDHB072099,Google Insulated Stainless Steel Bottle,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
7934339990544855539,Referral,12408,Norway,Oslo,,,12,2,,20170223,1487859171,PAGE,,,16990000,,GGOEGAAX0107,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
9924282022705421826,Organic Search,0,Australia,not available in demo dataset,,,,1,,20160924,1474724271,PAGE,,,4990000,,GGOEGCBB074399,Google Device Holder Sticky Pad,Home/Electronics/Electronics Accessories/,(not set),USD,,,,,Electronics Accessories,,/google+redesign/,0,1,
7898759888989460771,Organic Search,0,Australia,Sydney,,,,1,,20161228,1482987983,PAGE,,,23990000,,GGOEGAAX0614,YouTube Onesie Heather,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
5868362670824572171,Organic Search,0,United States,not available in demo dataset,,,,1,,20160829,1472507941,PAGE,,,39990000,,GGOEGAAX0311,Google Heavyweight Long Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
203723235609984795,Organic Search,0,United States,not available in demo dataset,,,,1,,20170614,1497450800,PAGE,,,8990000,,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
4747726969523971054,Organic Search,0,Italy,not available in demo dataset,,,,1,,20170424,1493042202,PAGE,,,2990000,,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Home/Accessories/Stickers/,(not set),USD,,,,,Stickers | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
6825343041145321997,Direct,0,United States,Seattle,,,,1,,20160812,1471025860,PAGE,,,23990000,,GGOEGAAX0748,Google Toddler Tee Fruit Games Cherries,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
6900067046744069266,Direct,21396,United States,not available in demo dataset,,,21,3,,20160915,1473960187,PAGE,,,73990000,,GGOEGEHB071499,Google PowerKit,Home/Shop by Brand/Google/,(not set),USD,,,,,Google,,/google+redesign/,0,1,
8210229044686355662,Direct,0,Algeria,not available in demo dataset,,,,1,,20170305,1488727670,PAGE,,,10990000,,GGOEGEFR024199,Metal Earbuds with Small Zipper Case,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,
0080660559795190172,Organic Search,43416,Canada,Toronto,,,43,3,,20170119,1484829116,PAGE,,,6990000,,GGOEYOLR018699,YouTube Leatherette Notebook Combo,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
2267196133181162516,Direct,0,Bangladesh,(not set),,,11,3,,20160818,1471564012,PAGE,,,4990000,,GGOEGCBC074299,Google Device Stand,Home/Shop by Brand/Google/,(not set),USD,,,,,Google,,/google+redesign/,0,1,
6602033194235591115,Organic Search,37278,United States,Atlanta,,,37,2,,20161020,1477017186,PAGE,,,89990000,,GGOEGAAX0574,Google Men's Performance Polo Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
2045846214352658105,Referral,14690,United States,Mountain View,,,89,6,,20161128,1480362366,PAGE,,,97990000,,GGOEGEFQ071399,Google Phone Sanitizer,Home/Electronics/Electronics Accessories/,(not set),USD,,,,,Accessories | Electronics | Google Merchandise Store,,/google+redesign/,0,1,
7336482508191001098,Organic Search,34074,United States,not available in demo dataset,,,94,5,,20170228,1488326101,PAGE,,,5500000,,GGOEGOAR013099,Google Stylus Pen w/ LED Light,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
5624215079978309784,Referral,44897,Germany,not available in demo dataset,,,414,5,,20160808,1470663797,PAGE,,,16990000,,GGOEGAAX0286,Google Women's Short Sleeve V-Neck Tee Black,Home/Shop by Brand/Google/,(not set),USD,,,,,Google,,/google+redesign/,0,1,
6756450017156812635,Organic Search,0,Portugal,not available in demo dataset,,,,1,1,20170714,1500101090,PAGE,,,19990000,,GGOEYOCR077399,YouTube RFID Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
9847948748488330998,Organic Search,0,United Kingdom,London,,,,1,,20160919,1474308454,PAGE,,,9990000,,GGOEGBJC014399,Google Tote Bag,Home/Bags/,(not set),USD,,,,,Bags,,/google+redesign/,0,1,
8684079397525684728,Organic Search,0,Mexico,not available in demo dataset,,,,1,,20160908,1473332103,PAGE,,,74990000,,GGOEGAAX0594,Google Men's Microfiber 1/4 Zip Pullover Grey/Black,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,,,,,Men's-Outerwear,,/google+redesign/,0,1,
3020762005642277318,Organic Search,74007,Spain,not available in demo dataset,,,74,4,,20161108,1478624939,PAGE,,,6990000,,GGOEGCBB074199,Google Car Clip Phone Holder,Home/Electronics/Electronics Accessories/,(not set),USD,,,,,Accessories | Electronics | Google Merchandise Store,,/google+redesign/,0,1,
7079596238842772481,Organic Search,0,Brazil,not available in demo dataset,,,,1,,20170528,1496023275,PAGE,,,109990000,,GGOEGAAX0568,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,,,,,Men's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
6073185416524040860,Organic Search,9310,United States,Sunnyvale,,,125,6,,20160922,1474583941,PAGE,,,19990000,,GGOEGAAX0329,Android Men's Skater Badge Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
0503705722693036760,Display,65963,United States,not available in demo dataset,,,66,2,,20161203,1480813986,PAGE,,,16990000,,GGOEGAAX0107,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Home/Apparel/Men's/,(not set),USD,,,,,Men's Apparel | Google Merchandise Store,,/google+redesign/,0,1,
4120018273259568255,Display,0,United States,Los Angeles,,,,1,,20170510,1494451155,PAGE,,,22990000,,GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,
